################################################################
# ThreatFox IOCs: recent additions - CSV format                #
# Last updated: 2024-06-16 20:49:38 UTC                        #
#                                                              #
# Terms Of Use: https://threatfox.abuse.ch/faq/#tos            #
# For questions please contact threatfox [at] abuse.ch         #
################################################################
#
# "first_seen_utc","ioc_id","ioc_value","ioc_type","threat_type","fk_malware","malware_alias","malware_printable","last_seen_utc","confidence_level","reference","tags","anonymous","reporter"
"2024-06-16 20:49:38", "1285619", "homeimageidea.com", "domain", "botnet_cc", "win.plugx", "Destroy RAT,Kaba,Korplug,Sogu,TIGERPLUG,RedDelta", "PlugX", "", "50", "https://jp.security.ntt/tech_blog/controlplug", "darkpeony,OperationControlPlug", "0", "Rony"
"2024-06-16 17:07:00", "1285578", "7d9730f1e72bf2b7a6ef84886e2444e0aca30d1d", "sha1_hash", "payload", "win.njrat", "Bladabindi,Lime-Worm", "NjRAT", "", "95", "None", "None", "0", "Grim"
"2024-06-16 17:06:59", "1285577", "2185ecde5380054ad075b7a25ae0ea51", "md5_hash", "payload", "win.redline_stealer", "RECORDSTEALER", "RedLine Stealer", "", "95", "None", "None", "0", "Grim"
"2024-06-16 17:06:58", "1285576", "e1a01751d2ea4682e211983eb7d6d1f01876a1199ba8eb9f04e3b8594f2ee199", "sha256_hash", "payload", "win.redline_stealer", "RECORDSTEALER", "RedLine Stealer", "", "95", "None", "None", "0", "Grim"
"2024-06-16 17:06:57", "1285575", "caa1b832574fc3050af5f97b6deabc21398b5c47", "sha1_hash", "payload", "win.redline_stealer", "RECORDSTEALER", "RedLine Stealer", "", "95", "None", "None", "0", "Grim"
"2024-06-16 17:06:56", "1285574", "195d5f19f6ffde8780067e466f76b090", "md5_hash", "payload", "win.dcrat", "DarkCrystal RAT", "DCRat", "", "95", "None", "None", "0", "Grim"
"2024-06-16 17:06:55", "1285573", "1773d652eedac25cd64b91f0bff1bb15150c0dc60c1a3ca66cf3106f13549d87", "sha256_hash", "payload", "win.dcrat", "DarkCrystal RAT", "DCRat", "", "95", "None", "None", "0", "Grim"
"2024-06-16 17:06:53", "1285571", "5788c3ef67c6f46dcb70081d218a12c2", "md5_hash", "payload", "win.stealc", "None", "Stealc", "", "95", "None", "None", "0", "Grim"
"2024-06-16 17:06:53", "1285572", "8708f5dac4bf119382661adce42a6adf7349ed7f", "sha1_hash", "payload", "win.dcrat", "DarkCrystal RAT", "DCRat", "", "95", "None", "None", "0", "Grim"
"2024-06-16 17:06:52", "1285570", "aa97786e9adf76f6defc26e6dae534e5c274cac67b85e53b1386e5aae31d5ed9", "sha256_hash", "payload", "win.stealc", "None", "Stealc", "", "95", "None", "None", "0", "Grim"
"2024-06-16 17:06:50", "1285568", "092cd629871089b593a564c71a86e4ba", "md5_hash", "payload", "win.zloader", "DELoader,SILENTNIGHT,Terdot", "Zloader", "", "95", "None", "None", "0", "Grim"
"2024-06-16 17:06:50", "1285569", "2ac0a7389a51ad40bb75644a57ce4ba54a0265b1", "sha1_hash", "payload", "win.stealc", "None", "Stealc", "", "95", "None", "None", "0", "Grim"
"2024-06-16 17:06:49", "1285567", "20aeb22457a14a29f5ab54b61db56759d492a72b0dc7a55575914e89bedaf177", "sha256_hash", "payload", "win.zloader", "DELoader,SILENTNIGHT,Terdot", "Zloader", "", "95", "None", "None", "0", "Grim"
"2024-06-16 17:06:47", "1285566", "41ded81f2c77ad6f5d1a68fd716ab684d624f070", "sha1_hash", "payload", "win.zloader", "DELoader,SILENTNIGHT,Terdot", "Zloader", "", "95", "None", "None", "0", "Grim"
"2024-06-16 17:06:46", "1285564", "515b7bd886b37d24fa02bb3d9b1ecf31f887bb46834787771722236d40c565c7", "sha256_hash", "payload", "win.vjw0rm", "None", "Vjw0rm", "", "95", "None", "None", "0", "Grim"
"2024-06-16 17:06:46", "1285565", "f192b4e9cf07850041e19ea07cd984e3", "md5_hash", "payload", "win.vjw0rm", "None", "Vjw0rm", "", "95", "None", "None", "0", "Grim"
"2024-06-16 17:06:44", "1285563", "061a917e9691648e00a7f91ff82ae1c0e8da248b", "sha1_hash", "payload", "win.vjw0rm", "None", "Vjw0rm", "", "95", "None", "None", "0", "Grim"
"2024-06-16 17:06:43", "1285561", "f9f26f3c687120f93ab59220634acb9ce2f6e0094bd076da4870080590a2bb34", "sha256_hash", "payload", "win.redline_stealer", "RECORDSTEALER", "RedLine Stealer", "", "95", "None", "None", "0", "Grim"
"2024-06-16 17:06:43", "1285562", "0803b65f8007f568ad3418c2ec98452d", "md5_hash", "payload", "win.redline_stealer", "RECORDSTEALER", "RedLine Stealer", "", "95", "None", "None", "0", "Grim"
"2024-06-16 17:06:41", "1285560", "fbe0fa944db276fa3a0098494561f6cf899f3e34", "sha1_hash", "payload", "win.redline_stealer", "RECORDSTEALER", "RedLine Stealer", "", "95", "None", "None", "0", "Grim"
"2024-06-16 17:06:40", "1285558", "d3b1052bb826856a20b2fa86ac9e5ca6c2321bf2d0cce7a6953c4b88ec47ba33", "sha256_hash", "payload", "win.redline_stealer", "RECORDSTEALER", "RedLine Stealer", "", "95", "None", "None", "0", "Grim"
"2024-06-16 17:06:40", "1285559", "3c5b9883cdc3677f3ea7d653514a58c6", "md5_hash", "payload", "win.redline_stealer", "RECORDSTEALER", "RedLine Stealer", "", "95", "None", "None", "0", "Grim"
"2024-06-16 17:06:38", "1285557", "fb70e80696dd0a5db3b8e9efb3b2bef87f871a57", "sha1_hash", "payload", "win.redline_stealer", "RECORDSTEALER", "RedLine Stealer", "", "95", "None", "None", "0", "Grim"
"2024-06-16 17:06:37", "1285555", "2b599764c1e782b1e499d7b7bc9c12b291c5a19756cf89d4e2cef3193cc6c90b", "sha256_hash", "payload", "win.dcrat", "DarkCrystal RAT", "DCRat", "", "95", "None", "None", "0", "Grim"
"2024-06-16 17:06:37", "1285556", "3bc8b8ad7f36089f72370ea636dbcecd", "md5_hash", "payload", "win.dcrat", "DarkCrystal RAT", "DCRat", "", "95", "None", "None", "0", "Grim"
"2024-06-16 17:06:35", "1285554", "cd3cf1cd1e3fa4b8a5d70fdaf0d144b3876b8ff1", "sha1_hash", "payload", "win.dcrat", "DarkCrystal RAT", "DCRat", "", "95", "None", "None", "0", "Grim"
"2024-06-16 17:06:34", "1285552", "e4b768a0a1970b4ed4786cc15376c39cab8b15ac34f9566f67a2baa45c5f382f", "sha256_hash", "payload", "win.asyncrat", "None", "AsyncRAT", "", "95", "None", "None", "0", "Grim"
"2024-06-16 17:06:34", "1285553", "7b87dc448c231fda9f181ae2bbfa5d13", "md5_hash", "payload", "win.asyncrat", "None", "AsyncRAT", "", "95", "None", "None", "0", "Grim"
"2024-06-16 17:06:32", "1285551", "23ce77011232f258710a47d7d6b427006cdd8967", "sha1_hash", "payload", "win.asyncrat", "None", "AsyncRAT", "", "95", "None", "None", "0", "Grim"
"2024-06-16 17:06:31", "1285549", "6b5c2e9a2ef36412b2636236ade5530c59573b51b07fe224fd980911cbb7b976", "sha256_hash", "payload", "win.xworm", "None", "XWorm", "", "95", "None", "None", "0", "Grim"
"2024-06-16 17:06:31", "1285550", "64ffe7c0fa6ac22f5acafd3ceb4aca5b", "md5_hash", "payload", "win.xworm", "None", "XWorm", "", "95", "None", "None", "0", "Grim"
"2024-06-16 17:06:28", "1285547", "2e7d6d1f1f1ec616eb608d1e9dc47a56", "md5_hash", "payload", "win.njrat", "Bladabindi,Lime-Worm", "NjRAT", "", "95", "None", "None", "0", "Grim"
"2024-06-16 17:06:28", "1285548", "104182708267ee1a6da0e9e83cb04df83edae120", "sha1_hash", "payload", "win.xworm", "None", "XWorm", "", "95", "None", "None", "0", "Grim"
"2024-06-16 17:06:27", "1285546", "f9a8439b27e33b82578b1bac2e1abef4e8bf15cbef1bb935b242bbdda0535478", "sha256_hash", "payload", "win.njrat", "Bladabindi,Lime-Worm", "NjRAT", "", "95", "None", "None", "0", "Grim"
"2024-06-16 17:06:25", "1285545", "da0a7fe8f90d5548d4e5dca8198c1298e81c2578", "sha1_hash", "payload", "win.njrat", "Bladabindi,Lime-Worm", "NjRAT", "", "95", "None", "None", "0", "Grim"
"2024-06-16 17:06:24", "1285543", "cbeb7eeb2ba0e370efa87676217c68f0de0067a465d4d0b422d78ddb3168ec1e", "sha256_hash", "payload", "win.stop", "KeyPass,Djvu", "STOP", "", "95", "None", "None", "0", "Grim"
"2024-06-16 17:06:24", "1285544", "5230bc2f8f129c1cdcaa87821ef38b6d", "md5_hash", "payload", "win.stop", "KeyPass,Djvu", "STOP", "", "95", "None", "None", "0", "Grim"
"2024-06-16 17:06:21", "1285541", "3146f2002112e5ba7562a28ff1883f9a", "md5_hash", "payload", "win.dcrat", "DarkCrystal RAT", "DCRat", "", "95", "None", "None", "0", "Grim"
"2024-06-16 17:06:21", "1285542", "94c4e81a6d6ed0bc98ed7448cf60c3d2142ef32e", "sha1_hash", "payload", "win.stop", "KeyPass,Djvu", "STOP", "", "95", "None", "None", "0", "Grim"
"2024-06-16 17:06:20", "1285540", "1eb7992ca97e8bb0b65faeaf69b30d9ac84406b1f35d6a900f8de748ab6a6a64", "sha256_hash", "payload", "win.dcrat", "DarkCrystal RAT", "DCRat", "", "95", "None", "None", "0", "Grim"
"2024-06-16 17:06:18", "1285539", "9bd64b0954d746395e8080e563dbb39b254fac7d", "sha1_hash", "payload", "win.dcrat", "DarkCrystal RAT", "DCRat", "", "95", "None", "None", "0", "Grim"
"2024-06-16 17:06:17", "1285537", "7f40bfb86707faf0ec8978614840ab858320d1978bc351546833272b7b70c854", "sha256_hash", "payload", "win.redline_stealer", "RECORDSTEALER", "RedLine Stealer", "", "95", "None", "None", "0", "Grim"
"2024-06-16 17:06:17", "1285538", "14de93c0296fd8e1225cfd59f2730678", "md5_hash", "payload", "win.redline_stealer", "RECORDSTEALER", "RedLine Stealer", "", "95", "None", "None", "0", "Grim"
"2024-06-16 17:06:15", "1285536", "a017765841e4248df55ca237181d6ce3ee946965", "sha1_hash", "payload", "win.redline_stealer", "RECORDSTEALER", "RedLine Stealer", "", "95", "None", "None", "0", "Grim"
"2024-06-16 17:06:14", "1285535", "72bc650e6f4faa70ec4369109943381d", "md5_hash", "payload", "win.ghost_rat", "Farfli,Gh0st RAT,PCRat", "Ghost RAT", "", "95", "None", "None", "0", "Grim"
"2024-06-16 17:06:13", "1285534", "f07465ea271cedaffa98eb8fe5160e9f50c71b326826cf32c6ce618955bc18bb", "sha256_hash", "payload", "win.ghost_rat", "Farfli,Gh0st RAT,PCRat", "Ghost RAT", "", "95", "None", "None", "0", "Grim"
"2024-06-16 17:06:11", "1285532", "03faa241bc0007574f0ced3ac593f28a", "md5_hash", "payload", "win.meterpreter", "None", "Meterpreter", "", "95", "None", "None", "0", "Grim"
"2024-06-16 17:06:11", "1285533", "343d4e7b330dbdca32e2d4272bfe1bbae6c999b2", "sha1_hash", "payload", "win.ghost_rat", "Farfli,Gh0st RAT,PCRat", "Ghost RAT", "", "95", "None", "None", "0", "Grim"
"2024-06-16 17:06:10", "1285531", "3f122e8743aa6eb1f85ca9c84189ba0c58f078a2d9b45d026e941da8263c00e5", "sha256_hash", "payload", "win.meterpreter", "None", "Meterpreter", "", "95", "None", "None", "0", "Grim"
"2024-06-16 17:06:08", "1285529", "4d94b714b84240380b4a9f37c7e53543", "md5_hash", "payload", "win.ghost_rat", "Farfli,Gh0st RAT,PCRat", "Ghost RAT", "", "95", "None", "None", "0", "Grim"
"2024-06-16 17:06:08", "1285530", "1fb64287fbcfde44badb50f9f68c973e7edb731a", "sha1_hash", "payload", "win.meterpreter", "None", "Meterpreter", "", "95", "None", "None", "0", "Grim"
"2024-06-16 17:06:07", "1285528", "30af33cc275298269f2f8bb65529f0861090d49984d2200fa21812bdd558174a", "sha256_hash", "payload", "win.ghost_rat", "Farfli,Gh0st RAT,PCRat", "Ghost RAT", "", "95", "None", "None", "0", "Grim"
"2024-06-16 17:06:05", "1285527", "884a0ed4a4e734e7af44656db59f3161a748b131", "sha1_hash", "payload", "win.ghost_rat", "Farfli,Gh0st RAT,PCRat", "Ghost RAT", "", "95", "None", "None", "0", "Grim"
"2024-06-16 17:06:04", "1285525", "0dbd951b6a7b43300cf161aa7df612560c38a92743c47b71b034aec4f54c51c7", "sha256_hash", "payload", "win.ghost_rat", "Farfli,Gh0st RAT,PCRat", "Ghost RAT", "", "95", "None", "None", "0", "Grim"
"2024-06-16 17:06:04", "1285526", "e9d6f283acc3e4fd3682d67fb7a0511f", "md5_hash", "payload", "win.ghost_rat", "Farfli,Gh0st RAT,PCRat", "Ghost RAT", "", "95", "None", "None", "0", "Grim"
"2024-06-16 17:06:02", "1285524", "fad06ab157ad97e51b29c91b4983cb820b95cf98", "sha1_hash", "payload", "win.ghost_rat", "Farfli,Gh0st RAT,PCRat", "Ghost RAT", "", "95", "None", "None", "0", "Grim"
"2024-06-16 17:06:01", "1285523", "1021fa67374cae06dedfcffa98e8fe1e", "md5_hash", "payload", "win.dcrat", "DarkCrystal RAT", "DCRat", "", "95", "None", "None", "0", "Grim"
"2024-06-16 17:06:00", "1285522", "c2cf72416cd1a5cba005636dfa5ca341c92ed72a62ca0423ed55d3d4eb33721a", "sha256_hash", "payload", "win.dcrat", "DarkCrystal RAT", "DCRat", "", "95", "None", "None", "0", "Grim"
"2024-06-16 17:05:58", "1285520", "3c6fd2d056ed6d09b0ac9d34de202353", "md5_hash", "payload", "win.njrat", "Bladabindi,Lime-Worm", "NjRAT", "", "95", "None", "None", "0", "Grim"
"2024-06-16 17:05:58", "1285521", "d26d87bf2585baa29fd8b9dd16d5d842f736787e", "sha1_hash", "payload", "win.dcrat", "DarkCrystal RAT", "DCRat", "", "95", "None", "None", "0", "Grim"
"2024-06-16 17:05:57", "1285519", "b030a9aaa27be2c9db6c0f15e95626025f51430466b13a196908b1ec4172160c", "sha256_hash", "payload", "win.njrat", "Bladabindi,Lime-Worm", "NjRAT", "", "95", "None", "None", "0", "Grim"
"2024-06-16 17:05:55", "1285518", "a79a8b9c0092266e0388a6dc9941667ef208b233", "sha1_hash", "payload", "win.njrat", "Bladabindi,Lime-Worm", "NjRAT", "", "95", "None", "None", "0", "Grim"
"2024-06-16 17:05:54", "1285516", "76fc0359cb26a2df509d072b2b5e925de39dc95d502f5173b45d11406bab815d", "sha256_hash", "payload", "win.dcrat", "DarkCrystal RAT", "DCRat", "", "95", "None", "None", "0", "Grim"
"2024-06-16 17:05:54", "1285517", "3fee7ded96ac1d470212d26fccc60898", "md5_hash", "payload", "win.dcrat", "DarkCrystal RAT", "DCRat", "", "95", "None", "None", "0", "Grim"
"2024-06-16 17:05:51", "1285514", "49c8ca6dcd8990e9d840ec142959abe8", "md5_hash", "payload", "win.dcrat", "DarkCrystal RAT", "DCRat", "", "95", "None", "None", "0", "Grim"
"2024-06-16 17:05:51", "1285515", "e2c6d4561548dab022de28002fdee09daf90eae6", "sha1_hash", "payload", "win.dcrat", "DarkCrystal RAT", "DCRat", "", "95", "None", "None", "0", "Grim"
"2024-06-16 17:05:50", "1285513", "dc288149929d93cc33f1edfe82d4b92cb05c5b681e992dc18936df829b2b5e0e", "sha256_hash", "payload", "win.dcrat", "DarkCrystal RAT", "DCRat", "", "95", "None", "None", "0", "Grim"
"2024-06-16 17:05:48", "1285512", "7ff8e014f01f82bab6e239bde43bd60592af90e7", "sha1_hash", "payload", "win.dcrat", "DarkCrystal RAT", "DCRat", "", "95", "None", "None", "0", "Grim"
"2024-06-16 17:05:47", "1285510", "e96b455245e3e29c30bcbaf2836654435beca58d7e0e740fef3d5449caa6cfca", "sha256_hash", "payload", "win.strelastealer", "None", "StrelaStealer", "", "95", "None", "None", "0", "Grim"
"2024-06-16 17:05:47", "1285511", "24a4e95f31c3c3531d50139def962795", "md5_hash", "payload", "win.strelastealer", "None", "StrelaStealer", "", "95", "None", "None", "0", "Grim"
"2024-06-16 17:05:44", "1285508", "1e78e781179b203275f674f4015f1512", "md5_hash", "payload", "win.lpeclient", "LPEClientTea", "LPEClient", "", "95", "None", "None", "0", "Grim"
"2024-06-16 17:05:44", "1285509", "9b502f091868a801a9bc0eb388663f7483a68c23", "sha1_hash", "payload", "win.strelastealer", "None", "StrelaStealer", "", "95", "None", "None", "0", "Grim"
"2024-06-16 17:05:43", "1285507", "f702ce107528b41bd2d6f725779f898d63a2dd1139cd5ae6da85d2eb6b51ca8e", "sha256_hash", "payload", "win.lpeclient", "LPEClientTea", "LPEClient", "", "95", "None", "None", "0", "Grim"
"2024-06-16 17:05:41", "1285506", "3c6e2e00953cf99248967d70613e8e5ec9570723", "sha1_hash", "payload", "win.lpeclient", "LPEClientTea", "LPEClient", "", "95", "None", "None", "0", "Grim"
"2024-06-16 17:05:40", "1285504", "7d6bfc385f9082e2e1136dfc049e683e50f302dedac19aabb80132546f88cc32", "sha256_hash", "payload", "win.meterpreter", "None", "Meterpreter", "", "95", "None", "None", "0", "Grim"
"2024-06-16 17:05:40", "1285505", "4ebae29c823632e399d9842aa4b61510", "md5_hash", "payload", "win.meterpreter", "None", "Meterpreter", "", "95", "None", "None", "0", "Grim"
"2024-06-16 17:05:38", "1285503", "952b96377def813fb7e12e9581578388f287c438", "sha1_hash", "payload", "win.meterpreter", "None", "Meterpreter", "", "95", "None", "None", "0", "Grim"
"2024-06-16 17:05:37", "1285502", "4fcd5ffc44994df50e06a0889e149b31", "md5_hash", "payload", "win.zyklon", "None", "Zyklon", "", "95", "None", "None", "0", "Grim"
"2024-06-16 17:05:36", "1285501", "0466159525cb3fab5109b4067f0a429f9880275f7e37aee7b3311fb3356c59c9", "sha256_hash", "payload", "win.zyklon", "None", "Zyklon", "", "95", "None", "None", "0", "Grim"
"2024-06-16 17:05:34", "1285499", "60113e85ed093b6a5b60790e3336d664", "md5_hash", "payload", "win.strelastealer", "None", "StrelaStealer", "", "95", "None", "None", "0", "Grim"
"2024-06-16 17:05:34", "1285500", "7561935356870ab77c4a83e728eba8e5804c68f5", "sha1_hash", "payload", "win.zyklon", "None", "Zyklon", "", "95", "None", "None", "0", "Grim"
"2024-06-16 17:05:33", "1285498", "ba13ce53a9e5427803d6f1a70a46823277474be01f80349399b856ce299a627e", "sha256_hash", "payload", "win.strelastealer", "None", "StrelaStealer", "", "95", "None", "None", "0", "Grim"
